tau,L,k,BH_cum_return,BH_vol_ann,BH_mdd,BH_sharpe,SLS_cum_return,SLS_vol_ann,SLS_mdd,SLS_sharpe,SLS_alpha,SLS_RSI_cum_return,SLS_RSI_vol_ann,SLS_RSI_mdd,SLS_RSI_sharpe,SLS_RSI_alpha,SLS_VOL_cum_return,SLS_VOL_vol_ann,SLS_VOL_mdd,SLS_VOL_sharpe,SLS_VOL_alpha,excess_mu_logret,excess_ci_lo,excess_ci_hi
0.0,1.0,1.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,8.70351467617076,0.2699280902874596,0.5466208784566458,0.30076509463485773,5.363763261233273,4.053282329127001,0.1890290708580944,0.4265552540572136,0.387045309310807,0.7135309141895118,-0.4703092718479058,0.2685126233437056,0.7938708685231255,-0.2510278516167034,-3.8100606867853943,-1.6912847087909037e-05,-0.0016987855565680325,0.0016468325751634169
0.0,1.0,5.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,1.620056085149228,0.23038833832086184,0.5787598961696373,0.11573022195047994,-1.7196953297882602,2.1163819509577726,0.21622046095869513,0.5344177805931726,0.20692370441234353,-1.2233694639797155,-0.46800659505134307,0.3209597248736731,0.8472561654456523,-0.25375272263534054,-3.8077580099888317,-0.00021896925550064002,-0.0019181651606419632,0.0014837472651226722
0.0,1.0,10.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,0.30965271436066155,0.2372120361553639,0.6521815461837729,-0.05210084768052265,-3.0300987005768265,0.3118472702615191,0.21899074298355387,0.618532791774524,-0.011800412597852325,-3.0279041446759694,-0.48023508632246054,0.33107060186061893,0.8588270533331877,-0.2660099287135129,-3.819986501259949,-0.0003691820007534326,-0.002103934971094658,0.001369130755565791
0.0,1.0,20.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,-0.35653991682782693,0.2528627264671768,0.7376453247048366,-0.19442775415367258,-3.696291331765315,-0.3602109729370074,0.24148779144992155,0.726212014263371,-0.19798112478033275,-3.699962387874496,-0.4220918509827986,0.3365521142967081,0.8633431667525363,-0.2743654498113152,-3.761843265920287,-0.0005105522077636068,-0.0022832474707873227,0.001259360390083393
0.0,1.0,50.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,-0.4923303115015172,0.283725322363718,0.8036951865797852,-0.2568959875523551,-3.8320817264390055,-0.4875003428040317,0.27652248373263266,0.7991491234662718,-0.26066544529985275,-3.82725175774152,-0.449183342895311,0.3407290330138817,0.8680715912646968,-0.28129985164767807,-3.788934757832799,-0.0005949155037184191,-0.002423994169261003,0.0012215771721465379
0.0,2.0,1.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,8.819908569342996,0.2739515631713334,0.5480839978292815,0.29687925023523837,5.480157154405507,4.321250914130425,0.21973464930824077,0.4447575291480913,0.3825667653335908,0.9814994991929362,-0.6646111141917329,0.6498842109728409,0.9374756690572178,-0.3158729726252215,-4.004362529129221,-2.9562589713000907e-05,-0.0017152003231825283,0.0016376013901280905
0.0,2.0,5.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,37.30302849918994,0.7239986313712385,0.8264485861302284,0.14335960024728908,33.963277084252454,12.992377685075866,0.5154825578284244,0.7341143836727508,0.22322517568645256,9.652626270138375,-0.661279423330458,0.7840351388203429,0.9686424900115337,-0.3803655492741117,-4.001030838267947,-0.0001683225778408289,-0.0024321484909741115,0.0020020034112474606
0.0,2.0,10.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,7.7405776905282035,0.6151581601258165,0.8355396714286792,0.02509579784907763,4.400826275590715,6.101559943140372,0.49830044234258286,0.7814243244807293,0.10796957989757086,2.7618085282028844,-0.7352263114480047,0.8337815514741423,0.9758397301921439,-0.393169000440742,-4.074977726385493,-0.00038508325915094814,-0.0025045283403375552,0.0017009409853302336
0.0,2.0,20.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,1.5266511540719192,0.6212427424065433,0.8840480282958331,-0.14819768043383252,-1.8131002608655689,0.43431932651734045,0.5338773433430012,0.8498851554736798,-0.10779961946169812,-2.905432088420148,-0.6260349929875381,0.8710829640328694,0.9792143290916036,-0.4107642777020732,-3.9657864079250267,-0.000715074664766259,-0.002888837571656838,0.0014149649897408742
0.0,2.0,50.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,-0.7000909325024207,0.6647650893166824,0.9389822000541481,-0.3250766057449509,-4.039842347439909,-0.663643332496445,0.60127342994269,0.9329172510990998,-0.32848748431888947,-4.0033947474339335,-0.25292690222365455,0.8920780317738023,0.9804163219385399,-0.42381745530472176,-3.592678317161143,-0.001090353342332287,-0.0033193367985238737,0.001097169624041836
0.0,3.0,1.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,8.820933277372845,0.28772033038390915,0.548119665292909,0.2970095854139645,5.481181862435356,4.382384430080716,0.27255006567807555,0.44739873423037096,0.3812508728079694,1.042633015143228,-0.7283992824139534,1.3146371069061298,0.9775280686718482,-0.340059811670423,-4.068150697351442,-3.5410187710616746e-05,-0.0017231740251911665,0.0016383445960424688
0.0,3.0,5.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,77.51791681069211,1.1581997523560457,0.8743010057270735,0.08779267035290585,74.17816539575462,15.426843254150146,0.728356440134221,0.7636218686851906,0.21084697965800808,12.087091839212658,-0.904510790304166,1.621647412423104,0.9907544828070436,-0.45047835264097064,-4.244262205241655,-0.0004027934823499189,-0.003108871300962269,0.002113464305162806
0.0,3.0,10.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,71.7910197056871,1.4761883669261466,0.9421293745400813,0.0002696192093490468,68.45126829074962,17.4229244241487,0.9928178930367639,0.8620997114071343,0.09555493794964331,14.08317300921121,-0.9238712838720657,1.7798222859944972,0.9934194269358403,-0.4629090352850946,-4.263622698809554,-0.0007835786602195877,-0.004064000435804221,0.0021522369412232322
0.0,3.0,20.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,4.0617207108861875,1.3221760428339746,0.9478940749979933,-0.12480586663153438,0.721969295948699,3.7304633402369904,1.0045774341905305,0.9107561182585348,-0.0590893675636972,0.39071192529950216,-0.9708678295118469,1.8844126745654943,0.9950839568365047,-0.47302469751462,-4.310619244449335,-0.0011047313778939684,-0.004093855812936731,0.0016653065415082472
0.0,3.0,50.0,3.3397514149374885,1.6031218228072528,0.5302929276047857,0.3865705300051506,-0.824008041184466,1.370085117181305,0.9763536764019212,-0.33840206032028103,-4.163759456121954,-0.7890510747422778,1.239802897886356,0.9680076779977512,-0.32923701297115465,-4.128802489679766,-0.9732397469853363,1.9860611282173313,0.9956364888346493,-0.4848936173772547,-4.312991161922825,-0.0017982055490711733,-0.004882279974093276,0.0010696088564577308
0.0005,1.0,1.0,3.3393073031610414,1.6038109832171634,0.5304274640577472,0.3863790477042247,8.417254587446964,0.27132608933503843,0.5503832946376682,0.2933174128448215,5.077947284285923,3.9176280682655626,0.18965680154102887,0.42930508539485646,0.37783630467132595,0.5783207651045211,-0.7877983096823511,0.26866711352519557,0.8867284654931087,-0.46479339391683105,-4.127105612843392,-2.316767133759379e-05,-0.001707152275779852,0.001642990002310966
0.0005,1.0,5.0,3.3393073031610414,1.6038109832171634,0.5304274640577472,0.3863790477042247,1.2242966619771987,0.2305761443191006,0.595712553310071,0.07882282806077569,-2.1150106411838427,1.7086499105041728,0.2164837684903558,0.5477330667185653,0.17191015936615703,-1.6306573926568686,-0.8949707332692157,0.3212625669777128,0.9466764739475987,-0.5885998885632018,-4.234278036430257,-0.00025201489142887766,-0.0019529538211224327,0.0014522763145860603
